wall_time,time_s,seq,v1,v2,v3,T_surf,T_rise,current,acoustic_rms,SOC_pct,soc_est,soh_est,fault_bits_hex,fault_names,chg_open,dsc_open,ground_truth,outcome
2026-06-25T15:21:32.573+00:00,34.0,341,4.0409,4.0224,4.0726,26.71,1.71,-2.903,0.0151,99.06,97.23,99.24,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:32.691+00:00,35.0,351,4.0439,4.0469,4.0243,26.74,1.74,-2.921,0.0170,99.03,97.21,99.25,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:32.817+00:00,36.0,361,4.0443,4.0430,4.0278,26.81,1.81,-2.901,0.0149,99.00,97.20,99.27,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:32.942+00:00,37.0,371,4.0424,4.0425,4.0375,26.69,1.69,-2.900,0.0164,98.97,97.17,99.27,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:33.067+00:00,38.0,381,4.0395,4.0404,4.0297,26.73,1.73,-2.897,0.0133,98.94,97.16,99.29,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:33.193+00:00,39.0,391,4.0390,4.0204,4.0642,26.72,1.72,-2.910,0.0207,98.92,97.14,99.30,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:33.317+00:00,40.0,401,4.0366,4.0352,4.0513,26.79,1.79,-2.936,0.0187,98.89,97.15,99.34,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:33.441+00:00,41.0,411,4.0432,4.0313,4.0541,26.78,1.78,-2.916,0.0176,98.86,97.12,99.34,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:33.578+00:00,42.0,421,4.0470,4.0477,4.0321,26.70,1.70,-2.911,0.0166,98.83,97.12,99.37,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:33.692+00:00,43.0,431,4.0369,4.0285,4.0300,26.67,1.67,-2.858,0.0215,98.81,97.07,99.35,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:33.817+00:00,44.0,441,4.0413,4.0398,4.0295,26.62,1.62,-2.897,0.0200,98.78,97.05,99.36,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:33.940+00:00,45.0,451,4.0396,4.0386,4.0441,26.76,1.76,-2.883,0.0219,98.75,97.04,99.39,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:34.065+00:00,46.0,461,4.0454,4.0479,4.0396,26.77,1.77,-2.911,0.0186,98.72,97.04,99.41,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:34.196+00:00,47.0,471,4.0384,4.0412,4.0233,26.55,1.55,-2.865,0.0173,98.69,97.00,99.40,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:34.315+00:00,48.0,481,4.0385,4.0403,4.0282,26.74,1.74,-2.906,0.0122,98.67,97.03,99.47,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:34.442+00:00,49.0,491,4.0385,4.0473,4.0391,26.81,1.81,-2.893,0.0136,98.64,96.99,99.45,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:34.571+00:00,50.0,501,4.0410,4.0520,4.0509,26.72,1.72,-2.884,0.0151,98.61,96.97,99.47,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:34.693+00:00,51.0,511,4.0387,4.0261,4.0493,26.85,1.85,-2.860,0.0162,98.58,96.95,99.47,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:34.815+00:00,52.0,521,4.0326,4.0248,4.0507,26.87,1.87,-2.911,0.0266,98.56,96.94,99.50,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:34.940+00:00,53.0,531,4.0392,4.0363,4.0659,26.79,1.79,-2.910,0.0156,98.53,96.94,99.54,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:35.070+00:00,54.0,541,4.0395,4.0259,4.0298,26.82,1.82,-2.927,0.0095,98.50,96.89,99.51,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:35.192+00:00,55.0,551,4.0369,4.0400,4.0396,26.78,1.78,-2.883,0.0128,98.47,96.90,99.56,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:35.317+00:00,56.0,561,4.0372,4.0366,4.0275,26.79,1.79,-2.916,0.0171,98.44,96.86,99.53,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:35.439+00:00,57.0,571,4.0361,4.0244,4.0411,26.75,1.75,-2.904,0.0194,98.42,96.85,99.57,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:35.573+00:00,58.0,581,4.0367,4.0173,4.0095,26.74,1.74,-2.869,0.0124,98.39,96.82,99.56,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:35.692+00:00,59.0,591,4.0356,4.0257,4.0495,26.91,1.91,-2.889,0.0208,98.36,96.85,99.63,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:35.817+00:00,60.0,601,4.0373,4.0415,4.0579,26.81,1.81,-2.893,0.0168,98.33,96.81,99.62,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:35.942+00:00,61.0,611,4.0367,4.0284,4.0287,26.77,1.77,-2.901,0.0161,98.31,96.78,99.62,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:36.067+00:00,62.0,621,4.0321,4.0285,4.0300,26.89,1.89,-2.899,0.0178,98.28,96.79,99.67,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:36.192+00:00,63.0,631,4.0290,4.0420,4.0355,26.86,1.86,-2.889,0.0143,98.25,96.76,99.67,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:36.316+00:00,64.0,641,4.0328,4.0207,4.0404,26.88,1.88,-2.917,0.0214,98.22,96.74,99.68,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:36.444+00:00,65.0,651,4.0390,4.0539,4.0385,26.81,1.81,-2.894,0.0221,98.19,96.75,99.73,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:36.574+00:00,66.0,661,4.0314,4.0178,4.0181,26.91,1.91,-2.911,0.0145,98.17,96.70,99.69,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:36.690+00:00,67.0,671,4.0366,4.0429,4.0300,26.94,1.94,-2.904,0.0189,98.14,96.70,99.74,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:36.817+00:00,68.0,681,4.0347,4.0413,4.0399,26.82,1.82,-2.911,0.0149,98.11,96.69,99.78,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:36.942+00:00,69.0,691,4.0311,4.0337,4.0202,26.93,1.93,-2.917,0.0211,98.08,96.67,99.77,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:37.067+00:00,70.0,701,4.0303,4.0393,4.0264,26.99,1.99,-2.878,0.0222,98.06,96.64,99.77,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:37.192+00:00,71.0,711,4.0322,4.0321,4.0225,26.92,1.92,-2.918,0.0165,98.03,96.63,99.80,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:37.317+00:00,72.0,721,4.0322,4.0314,4.0474,26.94,1.94,-2.894,0.0144,98.00,96.62,99.84,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:37.442+00:00,73.0,731,4.0315,4.0351,4.0422,26.87,1.87,-2.912,0.0193,97.97,96.60,99.84,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:37.574+00:00,74.0,741,4.0251,4.0332,4.0055,26.93,1.93,-2.901,0.0193,97.94,96.58,99.84,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:37.692+00:00,75.0,751,4.0275,4.0276,4.0299,26.94,1.94,-2.910,0.0112,97.92,96.55,99.84,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:37.816+00:00,76.0,761,4.0283,4.0383,4.0131,26.82,1.82,-2.933,0.0224,97.89,96.56,99.90,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:37.940+00:00,77.0,771,4.0318,4.0457,4.0105,26.91,1.91,-2.919,0.0171,97.86,96.55,99.93,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:38.064+00:00,78.0,781,4.0299,4.0295,4.0209,27.04,2.04,-2.919,0.0180,97.83,96.52,99.91,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:38.190+00:00,79.0,791,4.0303,4.0243,4.0331,27.02,2.02,-2.934,0.0200,97.81,96.51,99.95,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:38.316+00:00,80.0,801,4.0315,4.0247,4.0399,26.95,1.95,-2.887,0.0157,97.78,96.50,99.98,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:38.442+00:00,81.0,811,4.0278,4.0262,4.0433,26.94,1.94,-2.892,0.0217,97.75,96.49,100.00,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:38.572+00:00,82.0,821,4.0265,4.0227,4.0275,27.05,2.05,-2.915,0.0136,97.72,96.45,99.98,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:38.692+00:00,83.0,831,4.0237,4.0269,4.0362,27.02,2.02,-2.905,0.0156,97.69,96.45,100.02,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:38.817+00:00,84.0,841,4.0273,4.0426,4.0272,26.94,1.94,-2.880,0.0199,97.67,96.45,100.07,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:38.940+00:00,85.0,851,4.0253,4.0223,4.0232,26.91,1.91,-2.910,0.0106,97.64,96.42,100.06,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:39.066+00:00,86.0,861,4.0274,4.0195,4.0350,26.97,1.97,-2.894,0.0182,97.61,96.40,100.08,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:39.192+00:00,87.0,871,4.0260,4.0282,4.0198,27.06,2.06,-2.919,0.0220,97.58,96.39,100.11,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:39.317+00:00,88.0,881,4.0338,4.0356,4.0366,26.97,1.97,-2.885,0.0212,97.56,96.37,100.13,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:39.442+00:00,89.0,891,4.0283,4.0216,4.0332,26.98,1.98,-2.867,0.0234,97.53,96.36,100.15,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:39.564+00:00,90.0,901,4.0267,4.0298,4.0334,27.06,2.06,-2.875,0.0215,97.50,96.34,100.16,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:39.696+00:00,91.0,911,4.0243,4.0182,4.0251,27.10,2.10,-2.892,0.0158,97.47,96.31,100.16,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:39.816+00:00,92.0,921,4.0281,4.0256,4.0308,27.14,2.14,-2.874,0.0123,97.44,96.31,100.19,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:39.942+00:00,93.0,931,4.0229,4.0230,4.0194,26.99,1.99,-2.905,0.0204,97.42,96.29,100.20,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:40.067+00:00,94.0,941,4.0204,4.0221,4.0040,27.00,2.00,-2.913,0.0196,97.39,96.27,100.22,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:40.192+00:00,95.0,951,4.0232,4.0094,4.0214,27.07,2.07,-2.895,0.0186,97.36,96.23,100.19,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:40.317+00:00,96.0,961,4.0256,4.0386,4.0270,27.15,2.15,-2.929,0.0269,97.33,96.27,100.31,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:40.442+00:00,97.0,971,4.0237,4.0214,4.0284,27.04,2.04,-2.868,0.0188,97.31,96.22,100.27,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:40.569+00:00,98.0,981,4.0254,4.0291,4.0058,27.13,2.13,-2.902,0.0179,97.28,96.20,100.28,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:40.691+00:00,99.0,991,4.0233,4.0303,4.0091,27.19,2.19,-2.897,0.0212,97.25,96.20,100.33,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:40.817+00:00,100.0,1001,4.0266,4.0261,4.0158,27.16,2.16,-2.894,0.0212,97.22,96.20,100.37,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:40.942+00:00,101.0,1011,4.0260,4.0161,4.0282,27.12,2.12,-2.897,0.0185,97.19,96.17,100.36,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:41.066+00:00,102.0,1021,4.0233,4.0260,4.0377,27.02,2.02,-2.904,0.0238,97.17,96.18,100.44,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:41.191+00:00,103.0,1031,4.0206,4.0302,4.0164,27.04,2.04,-2.916,0.0212,97.14,96.15,100.43,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:41.317+00:00,104.0,1041,4.0262,4.0185,4.0334,27.05,2.05,-2.886,0.0184,97.11,96.13,100.44,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:41.442+00:00,105.0,1051,4.0189,4.0089,4.0099,27.05,2.05,-2.872,0.0219,97.08,96.11,100.44,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:41.572+00:00,106.0,1061,4.0228,4.0216,4.0288,27.06,2.06,-2.905,0.0279,97.06,96.11,100.50,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:41.691+00:00,107.0,1071,4.0200,4.0184,4.0097,27.15,2.15,-2.930,0.0174,97.03,96.09,100.50,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:41.817+00:00,108.0,1081,4.0188,4.0207,4.0039,27.07,2.07,-2.874,0.0125,97.00,96.07,100.51,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:41.941+00:00,109.0,1091,4.0193,4.0145,4.0399,27.09,2.09,-2.912,0.0124,96.97,96.05,100.54,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:42.066+00:00,110.0,1101,4.0222,4.0313,4.0247,27.07,2.07,-2.903,0.0179,96.94,96.07,100.61,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:42.191+00:00,111.0,1111,4.0183,4.0303,4.0162,27.15,2.15,-2.895,0.0111,96.92,96.04,100.60,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:42.316+00:00,112.0,1121,4.0219,4.0255,4.0329,27.17,2.17,-2.872,0.0164,96.89,96.01,100.61,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:42.441+00:00,113.0,1131,4.0192,4.0120,4.0370,27.22,2.22,-2.897,0.0158,96.86,95.99,100.60,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:42.570+00:00,114.0,1141,4.0171,4.0309,4.0166,27.09,2.09,-2.907,0.0162,96.83,96.00,100.67,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:42.689+00:00,115.0,1151,4.0146,4.0161,3.9889,27.18,2.18,-2.883,0.0142,96.81,95.94,100.61,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:42.816+00:00,116.0,1161,4.0098,4.0003,3.9976,27.21,2.21,-2.886,0.0198,96.78,95.92,100.62,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:42.942+00:00,117.0,1171,3.7193,4.0100,4.0271,27.16,2.16,-2.912,0.0211,96.75,94.85,98.66,0x028D,VOLT_IMBAL|SENSOR_LOSS|VOLT_GRADIENT|EIS_FAULT|CELL_BALANCE,CLOSED,CLOSED,0,FP
2026-06-25T15:21:43.066+00:00,118.0,1181,3.7172,4.0066,4.0033,27.22,2.22,-2.906,0.0160,96.72,94.72,98.46,0x2289,VOLT_IMBAL|VOLT_GRADIENT|EIS_FAULT|CELL_BALANCE|CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:21:43.192+00:00,119.0,1191,4.0167,4.0290,4.0040,27.15,2.15,-2.873,0.0055,96.69,95.20,99.51,0x2000,CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:21:43.315+00:00,120.0,1201,4.0164,4.0058,4.0232,27.31,2.31,-2.891,0.0139,96.67,95.21,99.58,0x2000,CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:21:43.439+00:00,121.0,1211,4.0120,4.0191,4.0120,27.09,2.09,-2.880,0.0197,96.64,95.21,99.65,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:43.584+00:00,122.0,1221,4.0118,4.0115,4.0082,27.17,2.17,-2.899,0.0159,96.61,95.17,99.63,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:43.691+00:00,123.0,1231,4.0134,4.0090,4.0087,27.15,2.15,-2.916,0.0166,96.58,95.19,99.72,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:43.817+00:00,124.0,1241,4.0137,4.0239,4.0092,27.25,2.25,-2.905,0.0253,96.56,95.18,99.75,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:43.941+00:00,125.0,1251,4.0155,4.0232,4.0193,27.21,2.21,-2.921,0.0164,96.53,95.13,99.71,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:44.066+00:00,126.0,1261,3.7158,4.0239,4.0016,27.11,2.11,-2.902,0.0173,96.50,94.10,97.76,0x0289,VOLT_IMBAL|VOLT_GRADIENT|EIS_FAULT|CELL_BALANCE,CLOSED,CLOSED,0,FP
2026-06-25T15:21:44.191+00:00,127.0,1271,3.7171,4.0295,4.0251,27.21,2.21,-2.865,0.0246,96.47,93.97,97.57,0x2289,VOLT_IMBAL|VOLT_GRADIENT|EIS_FAULT|CELL_BALANCE|CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:21:44.321+00:00,128.0,1281,4.0139,4.0235,4.0224,27.21,2.21,-2.927,0.0190,96.44,94.41,98.56,0x2000,CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:21:44.442+00:00,129.0,1291,4.0144,4.0157,4.0090,27.19,2.19,-2.909,0.0165,96.42,94.43,98.66,0x2000,CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:21:44.584+00:00,130.0,1301,4.0109,4.0113,4.0252,27.17,2.17,-2.904,0.0087,96.39,94.43,98.72,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:44.691+00:00,131.0,1311,4.0125,4.0030,3.9999,27.18,2.18,-2.893,0.0195,96.36,94.38,98.68,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:44.814+00:00,132.0,1321,4.0124,4.0063,4.0163,27.13,2.13,-2.912,0.0193,96.33,94.39,98.76,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:44.942+00:00,133.0,1331,4.0165,4.0015,4.0139,27.20,2.20,-2.902,0.0184,96.31,94.38,98.79,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:45.067+00:00,134.0,1341,4.0121,4.0057,4.0274,27.32,2.32,-2.910,0.0122,96.28,94.38,98.84,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:21:45.192+00:00,135.0,1351,3.7078,4.0058,3.9976,27.26,2.26,-2.921,0.0183,96.25,93.48,97.12,0x0005,VOLT_IMBAL|SENSOR_LOSS,CLOSED,CLOSED,0,FP
2026-06-25T15:21:45.316+00:00,136.0,1361,3.7110,4.0079,4.0182,27.32,2.32,-2.885,0.0276,96.22,93.06,96.34,0x2289,VOLT_IMBAL|VOLT_GRADIENT|EIS_FAULT|CELL_BALANCE|CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:21:45.441+00:00,137.0,1371,4.0102,3.9980,4.0077,27.25,2.25,-2.864,0.0123,96.19,93.44,97.22,0x2200,CELL_BALANCE|CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:21:45.574+00:00,138.0,1381,4.0124,4.0222,4.0032,27.27,2.27,-2.924,0.0208,96.17,93.60,97.62,0x2000,CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:21:45.692+00:00,139.0,1391,3.7114,4.0060,4.0119,27.30,2.30,-2.893,0.0204,96.14,92.94,96.35,0x0000,NONE,CLOSED,CLOSED,0,TN
