type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct
charge,[2008.       4.      24.      18.      14.      28.937],24,B0007,127,5864,05864.csv,,,
impedance,[2008.       4.      24.      21.       6.      22.828],24,B0007,128,5865,05865.csv,,0.0410635565050997,0.06183018814159419
discharge,[2008.       4.      24.      21.      38.      11.078],24,B0007,129,5866,05866.csv,1.8060548955557403,,
impedance,[2008.       4.      24.      22.      34.      45.921],24,B0007,130,5867,05867.csv,,0.04036112042873984,0.06359181730010477
charge,[2008.       4.      24.      23.       6.      34.156],24,B0007,131,5868,05868.csv,,,
impedance,[2.008e+03 4.000e+00 2.500e+01 1.000e+00 5.700e+01 7.593e+00],24,B0007,132,5869,05869.csv,,0.0397095688006817,0.06308316873083149
discharge,[2008.       4.      25.      12.       3.      44.093],24,B0007,133,5870,05870.csv,1.8132041826994056,,
charge,[2.0080e+03 4.0000e+00 2.5000e+01 1.7000e+01 2.0000e+00 3.5703e+01],24,B0007,134,5871,05871.csv,,,
discharge,[2008.       4.      25.      20.       3.      55.921],24,B0007,135,5872,05872.csv,1.8062641938283535,,
impedance,[2008.       4.      25.      21.       0.      31.421],24,B0007,136,5873,05873.csv,,0.04725020480421689,0.07272586091049475
charge,[2008.       4.      25.      21.      32.      20.468],24,B0007,137,5874,05874.csv,,,
impedance,[2008.       4.      26.       0.      32.      46.968],24,B0007,138,5875,05875.csv,,0.04658869845988432,0.06938696400889426
discharge,[2.0080e+03 4.0000e+00 2.6000e+01 1.0000e+00 4.0000e+00 3.5718e+01],24,B0007,139,5876,05876.csv,1.7958310249900458,,
impedance,[2.0080e+03 4.0000e+00 2.6000e+01 2.0000e+00 0.0000e+00 5.2359e+01],24,B0007,140,5877,05877.csv,,0.046165351746082724,0.07140516250476096
charge,[2.0080e+03 4.0000e+00 2.6000e+01 2.0000e+00 3.2000e+01 4.1093e+01],24,B0007,141,5878,05878.csv,,,
impedance,[2008.       4.      26.       5.      25.      46.234],24,B0007,142,5879,05879.csv,,0.045058966847244336,0.06928051739204368
discharge,[2008.      4.     26.      5.     57.     35.14],24,B0007,143,5880,05880.csv,1.7858852600390451,,
impedance,[2008.       4.      26.       6.      53.      34.171],24,B0007,144,5881,05881.csv,,0.04588397322290627,0.06926007196689592
charge,[2008.       4.      26.       7.      25.      23.031],24,B0007,145,5882,05882.csv,,,
impedance,[2008.       4.      26.      10.      26.      36.718],24,B0007,146,5883,05883.csv,,0.04581384765227875,0.06966533025568689
discharge,[2008.       4.      26.      10.      58.      25.843],24,B0007,147,5884,05884.csv,1.7803268604502753,,
charge,[2008.       4.      28.      17.      20.      47.859],24,B0007,148,5885,05885.csv,,,
discharge,[2008.       4.      29.      12.      15.      56.953],24,B0007,149,5886,05886.csv,1.8150756899575577,,
impedance,[2008.       4.      29.      13.      12.      54.375],24,B0007,150,5887,05887.csv,,0.04922145778943997,0.07134263821575189
charge,[2008.       4.      29.      13.      44.      46.546],24,B0007,151,5888,05888.csv,,,
impedance,[2008.       4.      29.      16.      33.      38.281],24,B0007,152,5889,05889.csv,,0.04888655382152031,0.06968514370622465
discharge,[2008.       4.      29.      17.       5.      27.781],24,B0007,153,5890,05890.csv,1.8157025154845838,,
impedance,[2.0080e+03 4.0000e+00 2.9000e+01 1.8000e+01 2.0000e+00 2.1296e+01],24,B0007,154,5891,05891.csv,,0.0483951365393567,0.07135159504195451
charge,[2008.       4.      29.      18.      34.      10.656],24,B0007,155,5892,05892.csv,,,
impedance,[2008.      4.     29.     21.     28.     15.14],24,B0007,156,5893,05893.csv,,0.04805522182634865,0.06988641944387855
discharge,[2008.      4.     29.     22.      0.      4.75],24,B0007,157,5894,05894.csv,1.8002432178056673,,
impedance,[2008.       4.      29.      22.      56.      30.656],24,B0007,158,5895,05895.csv,,0.04880060650708679,0.07055158255812932
charge,[2008.       4.      29.      23.      28.      20.218],24,B0007,159,5896,05896.csv,,,
impedance,[2.008e+03 4.000e+00 3.000e+01 2.000e+00 1.200e+01 5.609e+00],24,B0007,160,5897,05897.csv,,0.047509200748586077,0.07037254012210739
discharge,[2.0080e+03 4.0000e+00 3.0000e+01 2.0000e+00 4.3000e+01 5.5312e+01],24,B0007,161,5898,05898.csv,1.7904476205609308,,
impedance,[2008.      4.     30.      3.     40.      3.39],24,B0007,162,5899,05899.csv,,0.047771007804623865,0.07071182578495028
charge,[2008.       4.      30.       4.      11.      53.078],24,B0007,163,5900,05900.csv,,,
impedance,[2008.       4.      30.       7.       9.      52.656],24,B0007,164,5901,05901.csv,,0.048179914298366426,0.07048007986898036
discharge,[2008.       4.      30.       7.      41.      42.578],24,B0007,165,5902,05902.csv,1.780343032300132,,
impedance,[2008.       4.      30.       8.      37.      42.406],24,B0007,166,5903,05903.csv,,0.04807094716422849,0.07168496170621791
charge,[2008.       4.      30.       9.       9.      32.281],24,B0007,167,5904,05904.csv,,,
impedance,[2008.       4.      30.      11.      56.      59.203],24,B0007,168,5905,05905.csv,,0.04853240735824653,0.07034952369656776
discharge,[2008.       4.      30.      12.      28.      49.265],24,B0007,169,5906,05906.csv,1.775328769596812,,
impedance,[2008.       4.      30.      13.      24.      39.734],24,B0007,170,5907,05907.csv,,0.04812925712317766,0.07103622899681207
charge,[2008.       4.      30.      13.      56.      29.843],24,B0007,171,5908,05908.csv,,,
impedance,[2008.       4.      30.      16.      48.      25.875],24,B0007,172,5909,05909.csv,,0.04974625536405859,0.07095960275807538
discharge,[2008.      4.     30.     17.     20.     16.14],24,B0007,173,5910,05910.csv,1.7702629734732853,,
impedance,[2008.      4.     30.     18.     16.      7.25],24,B0007,174,5911,05911.csv,,0.04905350092860657,0.0716505512430741
charge,[2008.      4.     30.     18.     47.     57.39],24,B0007,175,5912,05912.csv,,,
impedance,[2008.       4.      30.      21.      43.       3.656],24,B0007,176,5913,05913.csv,,0.04989362821249148,0.06988750479775756
discharge,[2008.       4.      30.      22.      14.      54.062],24,B0007,177,5914,05914.csv,1.760081061854204,,
impedance,[2008.       4.      30.      23.      10.      36.859],24,B0007,178,5915,05915.csv,,0.047713850867314125,0.07104861014688077
charge,[2008.      4.     30.     23.     42.     27.25],24,B0007,179,5916,05916.csv,,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+00 2.0000e+00 4.3000e+01 4.2562e+01],24,B0007,180,5917,05917.csv,,0.04762093306188868,0.06959637470924757
discharge,[2.008e+03 5.000e+00 1.000e+00 3.000e+00 1.500e+01 3.314e+01],24,B0007,181,5918,05918.csv,1.749647593537689,,
impedance,[2.008e+03 5.000e+00 1.000e+00 4.000e+00 1.100e+01 7.078e+00],24,B0007,182,5919,05919.csv,,0.04799398254598553,0.07155340020297168
charge,[2.0080e+03 5.0000e+00 1.0000e+00 4.0000e+00 4.2000e+01 5.7703e+01],24,B0007,183,5920,05920.csv,,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+00 7.0000e+00 4.4000e+01 1.2656e+01],24,B0007,184,5921,05921.csv,,0.04647996212810349,0.07109805169409975
discharge,[2.008e+03 5.000e+00 1.000e+00 8.000e+00 1.600e+01 3.343e+00],24,B0007,185,5922,05922.csv,1.749650075059311,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+00 9.0000e+00 1.1000e+01 2.7593e+01],24,B0007,186,5923,05923.csv,,0.04743838010781302,0.07011601815239543
charge,[2.0080e+03 5.0000e+00 1.0000e+00 9.0000e+00 4.3000e+01 1.8359e+01],24,B0007,187,5924,05924.csv,,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+00 1.2000e+01 4.2000e+01 3.4015e+01],24,B0007,188,5925,05925.csv,,0.04796925031131609,0.07089251138004057
discharge,[2.0080e+03 5.0000e+00 1.0000e+00 1.3000e+01 1.4000e+01 2.4875e+01],24,B0007,189,5926,05926.csv,1.745028739214683,,
impedance,[2.008e+03 5.000e+00 1.000e+00 1.400e+01 9.000e+00 5.064e+01],24,B0007,190,5927,05927.csv,,0.048992220667641126,0.07040814900058472
charge,[2.0080e+03 5.0000e+00 1.0000e+00 1.4000e+01 4.1000e+01 4.1578e+01],24,B0007,191,5928,05928.csv,,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+00 1.7000e+01 3.9000e+01 2.0015e+01],24,B0007,192,5929,05929.csv,,0.04822541815588505,0.07097691576307026
discharge,[2.0080e+03 5.0000e+00 1.0000e+00 1.8000e+01 1.1000e+01 1.0984e+01],24,B0007,193,5930,05930.csv,1.7396457455286727,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+00 1.9000e+01 6.0000e+00 2.6859e+01],24,B0007,194,5931,05931.csv,,0.04821470056663109,0.06961687203754899
charge,[2.0080e+03 5.0000e+00 1.0000e+00 1.9000e+01 3.8000e+01 1.7968e+01],24,B0007,195,5932,05932.csv,,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+00 2.2000e+01 3.8000e+01 2.4062e+01],24,B0007,196,5933,05933.csv,,0.04908955036286932,0.07022873713037443
discharge,[2.0080e+03 5.0000e+00 1.0000e+00 2.3000e+01 1.0000e+01 1.5265e+01],24,B0007,197,5934,05934.csv,1.7285642277717963,,
impedance,[2.0080e+03 5.0000e+00 2.0000e+00 0.0000e+00 5.0000e+00 3.1015e+01],24,B0007,198,5935,05935.csv,,0.047912972518477946,0.06948120171428374
charge,[2.0080e+03 5.0000e+00 2.0000e+00 0.0000e+00 3.7000e+01 2.2234e+01],24,B0007,199,5936,05936.csv,,,
impedance,[2.0080e+03 5.0000e+00 2.0000e+00 3.0000e+00 2.1000e+01 4.3218e+01],24,B0007,200,5937,05937.csv,,0.048817413924019566,0.07189407403925935
discharge,[2.0080e+03 5.0000e+00 2.0000e+00 3.0000e+00 5.3000e+01 3.4765e+01],24,B0007,201,5938,05938.csv,1.723900324588418,,
impedance,[2.0080e+03 5.0000e+00 2.0000e+00 4.0000e+00 4.8000e+01 3.3343e+01],24,B0007,202,5939,05939.csv,,0.04761040788727024,0.0703612147830665
charge,[2.0080e+03 5.0000e+00 2.0000e+00 5.0000e+00 2.0000e+01 2.4687e+01],24,B0007,203,5940,05940.csv,,,
impedance,[2.0080e+03 5.0000e+00 2.0000e+00 8.0000e+00 1.2000e+01 4.9328e+01],24,B0007,204,5941,05941.csv,,0.04889219507251717,0.07012605128802055
discharge,[2.0080e+03 5.0000e+00 2.0000e+00 8.0000e+00 4.4000e+01 4.0859e+01],24,B0007,205,5942,05942.csv,1.7139788776485192,,
impedance,[2.0080e+03 5.0000e+00 2.0000e+00 9.0000e+00 3.9000e+01 4.0343e+01],24,B0007,206,5943,05943.csv,,0.048347237713963785,0.07029953014036178
charge,[2.0080e+03 5.0000e+00 2.0000e+00 1.0000e+01 1.1000e+01 3.1921e+01],24,B0007,207,5944,05944.csv,,,
impedance,[2.0080e+03 5.0000e+00 2.0000e+00 1.3000e+01 1.1000e+01 1.3468e+01],24,B0007,208,5945,05945.csv,,0.04742321873077289,0.06907761875176498
discharge,[2.008e+03 5.000e+00 2.000e+00 1.300e+01 4.300e+01 5.093e+00],24,B0007,209,5946,05946.csv,1.7139701997004613,,
impedance,[2.0080e+03 5.0000e+00 2.0000e+00 1.4000e+01 3.7000e+01 5.5109e+01],24,B0007,210,5947,05947.csv,,0.050111225517516046,0.06960073254899966
charge,[2.0080e+03 5.0000e+00 2.0000e+00 1.5000e+01 9.0000e+00 4.6812e+01],24,B0007,211,5948,05948.csv,,,
impedance,[2.008e+03 5.000e+00 2.000e+00 1.800e+01 1.100e+01 3.593e+00],24,B0007,212,5949,05949.csv,,0.048460437754935325,0.0708375336017697
discharge,[2.0080e+03 5.0000e+00 2.0000e+00 1.9000e+01 7.0000e+00 4.8359e+01],24,B0007,213,5950,05950.csv,1.7036521173638766,,
charge,[2.0080e+03 5.0000e+00 2.0000e+00 2.0000e+01 2.8000e+01 2.5781e+01],24,B0007,214,5951,05951.csv,,,
discharge,[2.0080e+03 5.0000e+00 2.0000e+00 2.3000e+01 2.4000e+01 1.7687e+01],24,B0007,215,5952,05952.csv,1.7040137474382486,,
impedance,[2008.       5.       3.       0.      18.      59.734],24,B0007,216,5953,05953.csv,,0.04874528416849275,0.07248947480976828
charge,[2008.       5.       3.       0.      50.      52.187],24,B0007,217,5954,05954.csv,,,
impedance,[2008.       5.       3.       3.      41.      16.453],24,B0007,218,5955,05955.csv,,0.04890922045962195,0.07224375321168745
discharge,[2008.       5.       3.       4.      13.       8.609],24,B0007,219,5956,05956.csv,1.6935716157343033,,
impedance,[2008.       5.       3.       5.       7.      41.812],24,B0007,220,5957,05957.csv,,0.04834801429353973,0.07007227991852431
charge,[2008.       5.       3.       5.      39.      33.921],24,B0007,221,5958,05958.csv,,,
impedance,[2008.       5.       3.       8.      38.      27.484],24,B0007,222,5959,05959.csv,,0.05049341528042814,0.0714779278737494
discharge,[2008.       5.       3.       9.      10.      19.812],24,B0007,223,5960,05960.csv,1.6876577363877656,,
