type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct
charge,[2.0090e+03 2.0000e+00 1.9000e+01 1.2000e+01 4.9000e+01 4.8921e+01],24,B0028,28,1478,01478.csv,,,
impedance,[2.0090e+03 2.0000e+00 1.9000e+01 1.5000e+01 5.0000e+01 5.9703e+01],24,B0028,29,1479,01479.csv,,0.07886642794998196,0.1014191126510086
discharge,[2.0090e+03 2.0000e+00 2.0000e+01 9.0000e+00 4.4000e+01 2.6828e+01],24,B0028,30,1480,01480.csv,1.7816340617009505,,
impedance,[2.009e+03 2.000e+00 2.000e+01 1.100e+01 3.700e+01 5.620e-01],24,B0028,31,1481,01481.csv,,0.07929841816780661,0.11507631401626708
charge,[2.0090e+03 2.0000e+00 2.0000e+01 1.2000e+01 8.0000e+00 4.4968e+01],24,B0028,32,1482,01482.csv,,,
impedance,[2.0090e+03 2.0000e+00 2.0000e+01 1.5000e+01 1.1000e+01 4.1671e+01],24,B0028,33,1483,01483.csv,,0.07802684371863831,0.09966656037192485
discharge,[2.009e+03 2.000e+00 2.000e+01 1.500e+01 4.300e+01 2.614e+01],24,B0028,34,1484,01484.csv,1.7850235136604733,,
charge,[2.0090e+03 2.0000e+00 2.0000e+01 1.7000e+01 3.2000e+01 1.0968e+01],24,B0028,35,1485,01485.csv,,,
discharge,[2.009e+03 2.000e+00 2.000e+01 2.000e+01 2.700e+01 8.120e-01],24,B0028,36,1486,01486.csv,1.7803865429693038,,
charge,[2.0090e+03 2.0000e+00 2.0000e+01 2.2000e+01 1.5000e+01 3.0718e+01],24,B0028,37,1487,01487.csv,,,
discharge,[2.0090e+03 2.0000e+00 2.1000e+01 1.0000e+00 1.2000e+01 5.7984e+01],24,B0028,38,1488,01488.csv,1.7789060856417256,,
charge,[2.009e+03 2.000e+00 2.100e+01 3.000e+00 1.000e+00 1.814e+01],24,B0028,39,1489,01489.csv,,,
discharge,[2.009e+03 2.000e+00 2.100e+01 5.000e+00 5.700e+01 5.062e+00],24,B0028,40,1490,01490.csv,1.7738387518973049,,
charge,[2.009e+03 2.000e+00 2.100e+01 7.000e+00 4.500e+01 7.250e+00],24,B0028,41,1491,01491.csv,,,
discharge,[2.0090e+03 2.0000e+00 2.1000e+01 1.0000e+01 4.2000e+01 4.4125e+01],24,B0028,42,1492,01492.csv,1.769682881523146,,
impedance,[2.0090e+03 2.0000e+00 2.1000e+01 1.2000e+01 3.4000e+01 3.2359e+01],24,B0028,43,1493,01493.csv,,0.08031530605845097,0.11179893683290254
charge,[2.009e+03 2.000e+00 2.100e+01 1.300e+01 6.000e+00 1.750e+01],24,B0028,44,1494,01494.csv,,,
impedance,[2.0090e+03 2.0000e+00 2.1000e+01 1.6000e+01 1.0000e+01 3.4171e+01],24,B0028,45,1495,01495.csv,,0.07875491507561636,0.10011466012346665
discharge,[2.0090e+03 3.0000e+00 2.0000e+00 1.6000e+01 3.0000e+01 3.4015e+01],24,B0028,46,1496,01496.csv,1.7408787283206992,,
impedance,[2.0090e+03 3.0000e+00 2.0000e+00 1.8000e+01 2.0000e+01 4.1765e+01],24,B0028,47,1497,01497.csv,,0.081972677815941,0.1078622382729115
charge,[2.0090e+03 3.0000e+00 2.0000e+00 1.8000e+01 5.2000e+01 2.7046e+01],24,B0028,48,1498,01498.csv,,,
impedance,[2.009e+03 3.000e+00 2.000e+00 2.100e+01 4.800e+01 1.710e-01],24,B0028,49,1499,01499.csv,,0.0801951045701426,0.10073699416293035
discharge,[2.0090e+03 3.0000e+00 2.0000e+00 2.2000e+01 1.9000e+01 4.5593e+01],24,B0028,50,1500,01500.csv,1.7648189744011906,,
charge,[2009.       3.       3.       0.       7.      20.781],24,B0028,51,1501,01501.csv,,,
discharge,[2.0090e+03 3.0000e+00 3.0000e+00 2.0000e+00 5.9000e+01 3.9453e+01],24,B0028,52,1502,01502.csv,1.7617857390844023,,
charge,[2009.       3.       3.       4.      47.       3.484],24,B0028,53,1503,01503.csv,,,
discharge,[2009.       3.       3.       7.      39.       7.296],24,B0028,54,1504,01504.csv,1.75770610357021,,
charge,[2009.       3.       3.       9.      26.      17.984],24,B0028,55,1505,01505.csv,,,
discharge,[2009.       3.       3.      12.      18.      51.281],24,B0028,56,1506,01506.csv,1.7519375960601256,,
charge,[2009.       3.       3.      14.       5.      44.218],24,B0028,57,1507,01507.csv,,,
discharge,[2009.       3.       3.      16.      58.      46.625],24,B0028,58,1508,01508.csv,1.7521244035832177,,
impedance,[2009.       3.       3.      18.      49.      37.578],24,B0028,59,1509,01509.csv,,0.0798330864540462,0.11018428491967498
charge,[2009.       3.       3.      19.      21.      23.546],24,B0028,60,1510,01510.csv,,,
impedance,[2009.       3.       3.      22.      22.       5.031],24,B0028,61,1511,01511.csv,,0.0802952194953975,0.10026582550437207
impedance,[2009.       3.       5.      15.      25.      53.312],24,B0028,62,1512,01512.csv,,0.0794938925264985,0.09771330178178547
charge,[2009.       3.       5.      15.      57.      39.484],24,B0028,63,1513,01513.csv,,,
impedance,[2009.       3.       5.      18.       8.      32.859],24,B0028,64,1514,01514.csv,,0.07949915339953288,0.10186179380196737
discharge,[2009.       3.       5.      18.      40.      18.984],24,B0028,65,1515,01515.csv,1.7597714133989641,,
charge,[2009.       3.       5.      20.      27.      37.359],24,B0028,66,1516,01516.csv,,,
discharge,[2.009e+03 3.000e+00 5.000e+00 2.300e+01 2.000e+01 1.140e+00],24,B0028,67,1517,01517.csv,1.7483011320324189,,
charge,[2.0090e+03 3.0000e+00 6.0000e+00 1.0000e+00 6.0000e+00 3.5906e+01],24,B0028,68,1518,01518.csv,,,
discharge,[2009.       3.       6.       4.       0.      25.046],24,B0028,69,1519,01519.csv,1.7411482627836237,,
charge,[2009.       3.       6.       5.      46.      35.031],24,B0028,70,1520,01520.csv,,,
discharge,[2009.       3.       6.       8.      39.      37.156],24,B0028,71,1521,01521.csv,1.7363833316311177,,
charge,[2009.       3.       6.      10.      25.      28.937],24,B0028,72,1522,01522.csv,,,
discharge,[2009.       3.       6.      13.      20.      49.203],24,B0028,73,1523,01523.csv,1.736559066269527,,
impedance,[2009.       3.       6.      15.      10.      41.859],24,B0028,74,1524,01524.csv,,0.08010920559198015,0.11308909362146788
charge,[2009.       3.       6.      15.      42.      28.359],24,B0028,75,1525,01525.csv,,,
impedance,[2009.       3.       6.      18.      44.      22.484],24,B0028,76,1526,01526.csv,,0.08031037805229317,0.10093533112866111
discharge,[2009.       3.      19.      10.      34.      54.078],24,B0028,77,1527,01527.csv,1.7172335652295245,,
impedance,[2009.     3.    19.    12.    23.    39.5],24,B0028,78,1528,01528.csv,,0.07970222029917101,0.11372273509721359
charge,[2009.       3.      19.      12.      55.      26.718],24,B0028,79,1529,01529.csv,,,
